date,rain_mm,source,lon_min,lon_max,lat_min,lat_max,rainy_day,p75_day,p90_day,p95_day,pre3_rain_sum,pre3_rainy_days,pre7_rain_sum,pre7_rainy_days,pre15_rain_sum,pre15_rainy_days,pre30_rain_sum,pre30_rainy_days,pre45_rain_sum,pre45_rainy_days,pre60_rain_sum,pre60_rainy_days,pre30_p75_days,pre30_p90_days,pre30_p95_days,pre60_p75_days,pre60_p90_days,pre60_p95_days,max_roll7_before,max_roll15_before,max_roll30_before,post3_rain_sum,post7_rain_sum,post15_rain_sum,post30_rain_sum,event_selection_score,spell_start,spell_end,spell_days,spell_rain_sum,spell_peak_rain,event_id,response_nodes_3d,trigger_probability_3d,cp_records_3d,response_nodes_7d,trigger_probability_7d,cp_records_7d,response_nodes_15d,trigger_probability_15d,cp_records_15d,trigger_probability,response_nodes_max,dominant_response_window,is_response_event_3d,is_response_event_7d,is_response_event_15d,is_response_event,first_response_lag_days,delayed_response_event,antecedent_wetness_index,wetness_level,response_level,rain_level,event_class
2018-07-14,17.360410690307617,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,19.12955641746521,3.0,68.18742442131042,7.0,147.22304677963257,15.0,210.63131822645664,26.0,252.84732867777348,30.0,262.0858342796564,34.0,17.0,5.0,1.0,19.0,7.0,2.0,77.00026369094849,148.22077059745789,236.14521349966526,11.733959913253784,52.83986210823059,82.2051378749311,184.720160972327,2.039003266051668,2018-07-07,2018-07-21,15,138.38769721984863,17.49700355529785,E053,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.3363936450175344,W3_very_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2018-07-22,14.52870750427246,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,23.608898639678955,3.0,52.83986210823059,7.0,138.38769721984863,15.0,250.93113601207733,29.0,315.79920245707035,36.0,329.3184454590082,41.0,18.0,7.0,3.0,22.0,10.0,4.0,77.00026369094849,151.89272284507751,250.93113601207733,0.0499879382550716,14.836568262428045,68.18321153149009,135.1896865926683,2.342562492635686,2018-07-15,2018-07-29,15,82.2051378749311,17.49700355529785,E054,0,0.0,0,0,0.0,0,373,0.28560490045941805,696,0.28560490045941805,373,15,False,False,True,True,15,True,1.5799783245526555,W3_very_wet,R2_moderate,P90_heavy,delayed_trigger
2018-08-01,17.558530807495117,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,12.615310251712799,2.0,26.00543686375022,5.0,84.15329667553306,11.0,226.99356791004539,26.0,305.09590182825923,38.0,360.58210180327296,43.0,17.0,6.0,3.0,25.0,11.0,4.0,77.00026369094849,151.89272284507751,256.9591282606125,21.587501049041748,30.883074089884758,83.93945924937725,118.33166038990021,2.5172660434135334,2018-07-25,2018-08-08,15,74.4470417611301,17.558530807495117,E055,373,0.28560490045941805,696,373,0.28560490045941805,696,373,0.28560490045941805,696,0.28560490045941805,373,3,True,True,True,True,3,False,1.4375096590501253,W3_very_wet,R2_moderate,P95_extreme,moderate_trigger
2018-08-12,19.577476501464844,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,23.327073097229004,3.0,32.622646138072014,6.0,88.83339677751064,13.0,183.6280720345676,25.0,331.8488426320255,40.0,409.2504622004926,51.0,12.0,5.0,3.0,30.0,11.0,4.0,75.35385012626648,151.89272284507751,256.9591282606125,0.2739964723587036,15.755387663841246,41.44322793185711,122.16209681332111,2.5892534952459174,2018-08-05,2018-08-19,15,67.9555103033781,19.577476501464844,E056,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.409809767066391,W3_very_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2018-08-27,9.004817962646484,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,13.980366230010985,3.0,16.683022305369377,4.0,52.01588647067547,9.0,140.8492832481861,22.0,235.64395850524306,34.0,383.86472910270095,49.0,10.0,2.0,2.0,28.0,10.0,5.0,52.43511891365051,103.96146474778652,245.34215369448066,3.100808769464493,4.41382423043251,80.718868881464,136.1363428235054,1.6048579590930965,2018-08-20,2018-09-01,13,30.101664498448372,9.084692001342772,E057,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.131433591587515,W2_wet,R0_below_event_threshold,P75_moderate,weak_or_no_response
2018-09-10,14.66887092590332,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,30.481924533843994,3.0,49.09896898269653,5.0,66.28705683350563,9.0,125.35347731411457,18.0,209.8261792063713,31.0,306.2497559450567,43.0,9.0,3.0,1.0,21.0,8.0,4.0,51.18729095160961,103.96146474778652,202.0805716626346,27.27522563934326,28.097664535045624,52.95724979043007,91.73865246772766,1.5727604058003835,2018-09-05,2018-09-14,10,91.86550444364548,14.66887092590332,E058,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.9287654087467704,W2_wet,R0_below_event_threshold,P90_heavy,weak_or_no_response
2018-09-26,14.997428894042969,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,24.173697471618652,3.0,24.859585255384445,3.0,52.95724979043007,6.0,130.14373189210892,15.0,182.15961836278439,24.0,270.99301514029503,37.0,11.0,5.0,0.0,21.0,7.0,2.0,76.3050446510315,93.1785199046135,146.33190992474556,5.097476601600647,21.03437626361847,23.783973783254623,30.557842046022415,1.4847449770287113,2018-09-19,2018-10-03,15,60.89139041304588,14.997428894042969,E059,0,0.0,0,63,0.04823889739663093,117,63,0.04823889739663093,117,0.04823889739663093,63,7,False,False,False,False,0,False,0.7412398204602466,W1_moderate,R0_below_event_threshold,P90_heavy,weak_or_no_response
2018-10-29,10.759060859680176,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,0.0,0.0,0.0,0.0,3.169210135936737,1.0,25.98100259900093,6.0,71.23729509115219,11.0,163.8651655614376,21.0,2.0,0.0,0.0,13.0,6.0,0.0,44.26860296726227,60.89139041304588,152.75689485669136,0.0,0.9569272547960281,1.7268301397562027,2.8090745657682414,0.6637880358041075,2018-10-29,2018-11-05,8,11.715988114476204,10.759060859680176,E060,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.32613568633170364,W1_moderate,R0_below_event_threshold,P75_moderate,weak_or_no_response
2019-05-11,8.44929313659668,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,2.619915723800659,1.0,2.619915723800659,1.0,2.7972512543201447,1.0,23.71460622549057,9.0,37.61393442749977,14.0,45.74812607653439,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59513334929943,20.917354971170425,34.81668317317963,3.576790332794189,3.576790332794189,27.35040546581149,40.90239645168185,0.5212852467535309,2019-05-09,2019-05-12,4,14.645999193191528,8.44929313659668,E061,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.0,W0_dry,R0_below_event_threshold,P75_moderate,weak_or_no_response
2019-05-23,17.426631927490234,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,0.4147188775241374,0.0,0.4147188775241374,0.0,15.060718070715666,3.0,21.625936832278967,5.0,37.72318000718951,12.0,50.14260687306523,16.0,1.0,0.0,0.0,1.0,0.0,0.0,14.645999193191528,20.917354971170425,34.81668317317963,5.93226432800293,9.27448582649231,19.48425531387329,39.76052808761597,1.0751486517916908,2019-05-21,2019-05-30,10,27.11583663150668,17.426631927490234,E062,0,0.0,0,0,0.0,0,413,0.31623277182235837,780,0.31623277182235837,413,15,False,False,True,True,15,True,0.0,W0_dry,R3_strong,P95_extreme,delayed_trigger
2019-05-31,7.749490261077881,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,3.34222149848938,1.0,9.27448582649231,2.0,27.11583663150668,3.0,41.939171355217695,6.0,56.4707189463079,11.0,71.93962172791362,17.0,2.0,1.0,1.0,2.0,1.0,1.0,23.7736151330173,35.79969860240817,41.939171355217695,0.0,2.4602792263031006,14.194125890731812,75.89850655198097,0.4781104025688036,2019-05-24,2019-06-04,12,19.48425531387329,7.749490261077881,E063,413,0.31623277182235837,780,413,0.31623277182235837,780,413,0.31623277182235837,780,0.31623277182235837,413,3,True,True,True,True,3,False,0.027608819352666382,W0_dry,R3_strong,P75_moderate,moderate_trigger
2019-06-16,8.542426109313965,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,6.4255852699279785,3.0,11.733846664428711,5.0,14.194125890731812,6.0,49.059452783316374,10.0,63.7054519765079,13.0,74.47792085632682,17.0,2.0,1.0,1.0,3.0,1.0,1.0,23.7736151330173,37.32560611888766,51.97160531207919,0.0,14.651606559753418,53.99404510855675,172.83719193935394,0.5270311528167895,2019-06-11,2019-06-23,13,34.927879333496094,14.651606559753418,E064,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.00013760799183761422,W0_dry,R0_below_event_threshold,P75_moderate,weak_or_no_response
2019-06-26,18.98257064819336,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,31.336924731731415,2.0,31.336924731731415,2.0,51.61319750547409,8.0,65.16518849134445,11.0,92.51559395715594,14.0,103.76213834807277,16.0,4.0,2.0,0.0,6.0,3.0,1.0,31.336924731731415,51.61319750547409,65.16518849134445,2.8424591720104218,27.658939987421036,75.64142301678658,182.40958651900291,1.1711434157136587,2019-06-23,2019-07-03,11,77.97843536734581,18.98257064819336,E065,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.19335124127466616,W0_dry,R0_below_event_threshold,P95_extreme,weak_or_no_response
2019-07-07,9.159710884094238,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,21.337003707885742,3.0,46.153484523296356,5.0,99.31543907523155,9.0,119.59171184897423,15.0,156.50259909033775,20.0,171.56331716105342,23.0,8.0,4.0,1.0,11.0,5.0,2.0,53.161954551935196,99.31543907523155,119.59171184897423,7.493974804878235,51.37128031253815,97.51199796795845,183.3817207366228,0.7301605864518336,2019-07-01,2019-07-14,14,106.68447571992874,13.441889762878418,E066,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.649065128057753,W1_moderate,R0_below_event_threshold,P75_moderate,weak_or_no_response
2019-07-15,12.963912010192873,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,33.88551187515259,3.0,51.37128031253815,7.0,106.68447571992874,13.0,171.70806834101677,19.0,190.3324725329876,25.0,217.44830916449428,28.0,13.0,6.0,1.0,15.0,7.0,2.0,56.86447191238403,108.47514995932579,171.70806834101677,4.917255312204361,33.17680564522743,71.6585136204958,130.55116245150566,1.3833373019195851,2019-07-08,2019-07-22,15,97.51199796795845,13.441889762878418,E067,0,0.0,0,0,0.0,0,265,0.2029096477794793,331,0.2029096477794793,265,15,False,False,True,True,15,True,0.976485143257159,W2_wet,R2_moderate,P90_heavy,delayed_trigger
2019-07-23,26.418731689453125,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,24.62085247039795,3.0,33.17680564522743,5.0,97.51199796795845,13.0,205.98714792728424,23.0,226.26342070102692,29.0,245.7476760149002,33.0,15.0,8.0,1.0,17.0,8.0,1.0,61.95182526111603,119.64838773012161,205.98714792728424,0.3232022821903229,12.062976285815239,70.88674966990948,110.70827940106392,2.5099475847841966,2019-07-16,2019-07-30,15,71.6585136204958,26.418731689453125,E068,0,0.0,0,265,0.2029096477794793,331,265,0.2029096477794793,331,0.2029096477794793,265,7,False,True,True,True,7,False,1.138760565037407,W2_wet,R2_moderate,P95_extreme,moderate_trigger
2019-08-04,23.99755477905273,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,17.1482195854187,3.0,27.573285594582558,4.0,80.25078003108501,9.0,180.88143987953663,22.0,261.6170754879713,29.0,281.893348261714,35.0,13.0,5.0,1.0,19.0,9.0,2.0,61.95182526111603,121.54736259579659,217.75427305698395,17.677999019622803,17.74687446653843,43.41695033013821,113.95589910447598,2.360566829273849,2019-07-28,2019-08-08,12,69.31771484017372,23.99755477905273,E069,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.1192932332775203,W2_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2019-08-19,16.48455238342285,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,9.185523480176926,1.0,9.185523480176926,1.0,50.92995272576809,5.0,131.1807327568531,14.0,231.81139260530472,27.0,312.5470282137394,34.0,8.0,3.0,2.0,21.0,10.0,3.0,59.891889959573746,121.54736259579659,217.75427305698395,14.082578420639038,14.082578420639038,70.53894877433777,153.37267810106277,1.740860514999135,2019-08-17,2019-08-22,6,39.752654284238815,16.48455238342285,E070,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.9850014638295959,W2_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2019-09-03,22.8653621673584,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,1.5499601364135742,1.0,33.59100818634033,5.0,64.15813899040222,9.0,115.08809171617031,14.0,195.33887174725533,23.0,295.96953159570694,36.0,7.0,3.0,2.0,20.0,8.0,3.0,58.82377338409424,99.17374841868877,194.19781275093555,10.559126436710358,36.250517666339874,82.833729326725,121.20225350558758,1.9827617064033598,2019-08-27,2019-09-10,15,92.7068880200386,22.8653621673584,E071,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.8760611447412261,W1_moderate,R0_below_event_threshold,P95_extreme,weak_or_no_response
2019-09-13,15.502819061279297,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,23.7369384765625,3.0,42.80488324165344,6.0,84.99986344575882,11.0,140.9076319038868,18.0,199.95298805832863,25.0,284.4227063655853,34.0,9.0,4.0,2.0,17.0,8.0,4.0,53.94477939605713,94.21575528383255,142.59069874882698,19.76922106742859,23.01314404606819,49.4817685931921,86.58675453811884,1.6263787260145146,2019-09-06,2019-09-19,14,81.32084634900093,15.502819061279297,E072,0,0.0,0,0,0.0,0,228,0.17457886676875958,309,0.17457886676875958,228,15,False,False,True,True,15,True,0.8976497345311,W2_wet,R2_moderate,P90_heavy,delayed_trigger
2019-09-23,21.11966133117676,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,2.290616512298584,1.0,16.17010048031807,4.0,67.87115886807442,11.0,141.96155723929405,20.0,181.71421152353287,25.0,252.34663435816765,34.0,9.0,4.0,1.0,16.0,6.0,3.0,59.008978605270386,104.61023157835007,176.0979045033455,2.966029167175293,13.898847535252575,36.71054694801569,40.70426116138697,1.856231978206646,2019-09-16,2019-09-29,14,51.188609346747405,21.11966133117676,E073,0,0.0,0,228,0.17457886676875958,309,228,0.17457886676875958,309,0.17457886676875958,228,7,False,True,True,True,7,False,0.811728020957557,W1_moderate,R2_moderate,P95_extreme,moderate_trigger
2019-10-06,16.04014778137207,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,3.508275978267193,1.0,15.027334563434128,2.0,41.49595911055803,5.0,122.81680545955896,17.0,190.02833668142557,25.0,232.42418815940619,30.0,8.0,3.0,1.0,15.0,6.0,3.0,59.008978605270386,104.61023157835007,176.0979045033455,5.267198950052261,6.037503600120548,6.578432112932205,26.53756183758378,1.3615291773898415,2019-09-29,2019-10-13,15,37.10498594492674,16.04014778137207,E074,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.669532513486878,W1_moderate,R0_below_event_threshold,P90_heavy,weak_or_no_response
2019-10-26,11.165932655334473,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,4.764828741550446,1.0,4.91423720121384,1.0,5.422063052654266,1.0,42.50306073576212,6.0,115.84342045336963,17.0,208.55030847340822,28.0,2.0,1.0,0.0,12.0,6.0,2.0,35.018508866429336,69.31990149617195,163.5356567800045,0.0,4.02836832776666,4.028368327766657,7.202313118847087,0.7868778188389878,2019-10-21,2019-10-31,11,20.108538184314966,11.165932655334473,E075,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.39201614335732105,W1_moderate,R0_below_event_threshold,P75_moderate,weak_or_no_response
2020-04-21,7.217373847961426,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,0.068706139922142,0.0,1.800303500145677,0.0,13.114467840641737,3.0,23.232841413468122,8.0,26.092045832425356,10.0,28.94420652044937,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.879901707172397,19.180644810199738,25.88124120235443,9.289199650287628,14.523936331272129,23.692265212535858,58.121103804558516,0.4452810958766767,2020-04-14,2020-04-28,15,23.541613679379225,7.217373847961426,E076,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.0,W0_dry,R0_below_event_threshold,P75_moderate,weak_or_no_response
2020-04-29,6.915555477142334,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,4.035300731658936,1.0,14.523936331272129,4.0,23.541613679379225,5.0,42.6770531386137,12.0,47.83335601165891,15.0,49.55652882857248,15.0,2.0,0.0,0.0,2.0,0.0,0.0,17.77471558749676,24.15669498965144,42.6770531386137,1.335925817489624,2.2527734041214025,11.51578662917018,69.44579481706023,0.42666019335103045,2020-04-22,2020-05-04,13,23.692265212535858,7.090512752532959,E077,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.016891137425143542,W0_dry,R0_below_event_threshold,P75_moderate,weak_or_no_response
2020-05-16,14.311872482299805,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,13.89022946357727,3.0,15.102177482098345,4.0,16.019025068730116,4.0,46.87241938337684,11.0,65.35999443754554,17.0,71.9617638848722,21.0,3.0,0.0,0.0,3.0,0.0,0.0,20.537737250328068,30.909639060497284,49.592608615756035,0.0,9.947750806808475,37.77897144854069,65.41125573217869,0.882981316641334,2020-05-10,2020-05-23,14,39.36180077120662,14.311872482299805,E078,0,0.0,0,0,0.0,0,454,0.34762633996937214,890,0.34762633996937214,454,15,False,False,True,True,15,True,0.0,W0_dry,R3_strong,P90_heavy,delayed_trigger
2020-05-27,19.665611267089844,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,8.165609374642372,2.0,18.113360181450847,5.0,46.347118612378836,9.0,60.73103975877166,13.0,83.25017509609461,18.0,99.37279216572642,24.0,2.0,1.0,0.0,4.0,1.0,0.0,29.41404996439815,46.347118612378836,61.18429186567664,0.0,9.612086653709415,20.04131257534027,56.44970787316561,1.2132841003612216,2020-05-21,2020-06-03,14,47.3910581022501,19.665611267089844,E079,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.11078035791082119,W0_dry,R0_below_event_threshold,P95_extreme,weak_or_no_response
2020-06-30,13.337618827819824,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,16.892853021621704,3.0,33.5675003528595,5.0,46.8874601200223,9.0,73.34256089478731,19.0,125.4334048256278,26.0,141.45242989435792,30.0,3.0,0.0,0.0,5.0,2.0,1.0,33.5675003528595,49.495129242539406,86.02238596975803,10.104148626327515,41.34588813781738,118.14758253097534,250.89797949790955,0.8228740332904464,2020-06-25,2020-07-07,13,88.2510073184967,13.337618827819824,E080,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.21812403743158731,W1_moderate,R0_below_event_threshold,P90_heavy,weak_or_no_response
2020-07-09,10.148069381713867,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,21.261773347854614,3.0,51.81153869628906,7.0,98.71665787696838,13.0,120.15814877301455,21.0,162.4129380211234,29.0,205.68473983183503,38.0,9.0,1.0,0.0,11.0,3.0,1.0,51.81153869628906,98.71665787696838,120.15814877301455,35.23847484588623,62.987690925598145,142.74713921546936,228.12619805335999,0.8812980303414539,2020-07-02,2020-07-16,15,124.94729900360107,23.27053451538086,E081,0,0.0,0,0,0.0,0,375,0.2871362940275651,738,0.2871362940275651,375,15,False,False,True,True,15,True,0.6291053715896789,W1_moderate,R2_moderate,P75_moderate,delayed_trigger
2020-07-19,26.405487060546875,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,14.04927945137024,3.0,58.26931357383728,7.0,122.09271335601807,15.0,186.55384303629398,25.0,209.2649550512433,34.0,256.6560131534934,43.0,14.0,2.0,1.0,15.0,3.0,2.0,68.76763963699341,126.87892580032349,186.55384303629398,28.734022617340088,51.254244804382324,113.43638706207275,213.05065944045782,2.4439465738212274,2020-07-12,2020-07-25,14,135.92904543876648,26.405487060546875,E082,0,0.0,0,375,0.2871362940275651,738,375,0.2871362940275651,738,0.2871362940275651,375,7,False,True,True,True,7,False,1.007302459347025,W2_wet,R2_moderate,P95_extreme,moderate_trigger
2020-07-31,21.140756607055664,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,34.43184757232666,3.0,54.123658657073975,6.0,132.7503969669342,14.0,250.89797949790955,28.0,309.9458749368787,37.0,337.5781592205167,48.0,19.0,3.0,3.0,23.0,4.0,3.0,77.6597318649292,145.99048352241516,261.2636830806732,0.0,9.976107120513916,87.3622784614563,128.8597221672535,2.7818533776867493,2020-07-24,2020-08-07,15,85.24052238464355,21.140756607055664,E083,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.4174174080619133,W3_very_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2020-08-14,18.661556243896484,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,23.77681064605713,2.0,52.11348581314087,5.0,82.04632329940796,8.0,219.85885977745056,22.0,343.3100063800812,36.0,390.1974665001035,45.0,16.0,5.0,3.0,28.0,7.0,4.0,77.6597318649292,147.09143710136414,272.0387361049652,23.01906468719244,23.01906468719244,52.14822544902563,107.5253535322845,2.659174916346394,2020-08-07,2020-08-17,11,93.7941067442298,18.661556243896484,E084,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.3580659744129835,W3_very_wet,R0_below_event_threshold,P95_extreme,weak_or_no_response
2020-08-23,6.611212253570557,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,0,0,1.033626914024353,1.0,13.285620830953121,2.0,90.6717921718955,8.0,175.91231455653906,17.0,320.87509670108557,32.0,419.59175457805395,45.0,12.0,6.0,3.0,31.0,9.0,5.0,80.54334545135498,147.09143710136414,272.0387361049652,0.0,21.600610621273518,45.18889494612813,123.1055897064507,1.786358963258081,2020-08-16,2020-08-30,15,41.497443705797195,12.146099090576172,E085,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.3772786485924855,W3_very_wet,R0_below_event_threshold,P75_moderate,weak_or_no_response
2020-09-05,5.93642520904541,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,0,0,0,9.940517853945494,2.0,20.85970278456807,4.0,40.31501920893788,8.0,139.92929158732295,17.0,234.89441619440913,26.0,373.63812766596675,41.0,10.0,4.0,1.0,26.0,8.0,5.0,80.54334545135498,103.87169599533081,242.62337493896484,13.53385591506958,37.25673961639404,82.49857223033905,119.33012074232101,1.371445400684619,2020-08-29,2020-09-12,15,64.05286761000752,9.67384433746338,E086,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,1.0217147507862532,W2_wet,R0_below_event_threshold,below_P75_wet_background,weak_or_no_response
2020-09-15,17.914634704589844,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,1,14.154723405838013,2.0,40.327049016952515,6.0,63.91533334180713,12.0,105.41277704760432,18.0,192.77505550906062,26.0,339.86649261042476,40.0,8.0,1.0,0.0,24.0,7.0,4.0,80.54334545135498,99.61427237838507,242.62337493896484,14.278677225112917,19.675011038780212,48.460793256759644,60.784284606575966,1.7917442004268496,2020-09-08,2020-09-22,15,77.91669476032257,17.914634704589844,E087,0,0.0,0,280,0.21439509954058192,542,280,0.21439509954058192,542,0.21439509954058192,280,7,False,True,True,True,7,False,0.9524515597730485,W2_wet,R2_moderate,P95_extreme,moderate_trigger
2020-09-25,12.800082206726074,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,1,1,0,16.329665541648865,3.0,21.444151163101196,6.0,79.37490773200989,13.0,137.4348430223763,24.0,210.53711376711726,31.0,306.8760968260467,40.0,9.0,2.0,1.0,21.0,8.0,4.0,55.487921476364136,93.20646166801453,162.8317157253623,0.2167826890945434,2.231606364250183,13.817790448665619,22.007639959454536,1.5262733192701903,2020-09-18,2020-10-01,14,36.475839734077454,13.234578132629396,E088,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.9306307518338531,W2_wet,R0_below_event_threshold,P90_heavy,weak_or_no_response
2020-10-06,6.115989685058594,CHIRPS-2.0-global-daily-tif-p05-crop,98.66454315185548,99.18871307373048,30.327224731445312,30.84276580810547,1,0,0,0,5.470194399356842,2.0,7.485018074512482,3.0,36.831548511981964,7.0,119.33012074232101,21.0,165.5815651603043,30.0,259.3756719045341,38.0,8.0,3.0,1.0,18.0,7.0,2.0,55.487921476364136,93.20646166801453,150.23492522910237,0.0,0.1621475964784622,6.186143949627876,16.175276279449463,0.8329916178365102,2020-09-30,2020-10-12,13,13.763155356049538,6.115989685058594,E089,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,3,False,False,False,False,0,False,0.6632426029745789,W1_moderate,R0_below_event_threshold,below_P75_wet_background,weak_or_no_response
